,official_name,level,speakers,country,official,regional,minority,national,widely_spoken,country_count,max_urbanization,max_internet_use
1578,Malkana,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1580,Malua Bay,Endangered,600,Vanuatu,0,0,0,0,0,1,25.976,45.7
1581,Malyangapa,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1582,Mam,Vulnerable,519664,Guatemala;Mexico,0,0,0,0,0,2,81.582,81.2
1583,Mamaa,Endangered,200,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1584,Mamaindé,Endangered,250,Brazil,0,0,0,0,0,1,87.788,84.2
1585,Mambae,At risk,131000,Timor-Leste,0,0,0,0,0,1,32.456,34.0
1586,Mambai,Vulnerable,15000,Cameroon;Chad,0,0,0,0,0,2,59.315,41.9
1587,Mamboru,Endangered,13000,Indonesia,0,0,0,0,0,1,58.572,69.2
1588,Man Met,Threatened,1000,China,0,0,0,0,0,1,64.57,77.5
1589,Manam,Threatened,6000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1590,Manambu,Threatened,2800,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1591,Manange,Threatened,3000,Nepal,0,0,0,0,0,1,21.903,55.8
1592,Manat,Severely Endangered,50,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1593,Manchu,Critically Endangered,20,China,0,0,0,0,0,1,64.57,77.5
1594,Manchurian Kirghiz,Critically Endangered,10,China,0,0,0,0,0,1,64.57,77.5
1595,Mand,Critically Endangered,8,Papua New Guinea,3,0,0,2,3,1,13.723,24.1
1596,Manda (Australia),Critically Endangered,25,Australia,0,0,0,0,0,1,86.617,97.1
1598,Manda (Tanzania),Vulnerable,22000,Tanzania,0,0,0,0,0,1,37.409,29.1
1599,Mandahuaca,Extinct,0,"Brazil;Venezuela, RB",0,0,0,0,0,2,88.438,84.2
1600,Mandan,Extinct,0,United States,0,0,0,0,0,1,83.298,93.1
1601,Mandandanyi,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
1602,Mander,Severely Endangered,20,Indonesia,0,0,0,0,0,1,58.572,69.2
1603,Mandjalpingu,Severely Endangered,30,Australia,0,0,0,0,0,1,86.617,97.1
1604,Manem,Endangered,400,Indonesia;Papua New Guinea,0,0,0,0,0,2,58.572,69.2
1605,Mang,Severely Endangered,1750,China;Viet Nam;Thailand,0,0,0,0,0,3,64.57,89.5
1606,Mangala,Severely Endangered,20,Australia,0,0,0,0,0,1,86.617,97.1
1608,Mangarrayi,Critically Endangered,50,Australia,0,0,0,0,0,1,86.617,97.1
1609,Mangas,Endangered,180,Nigeria,0,0,0,0,0,1,54.283,39.2
1611,Mangerr,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
1612,Mani,Severely Endangered,200,Guinea;Sierra Leone,3,0,11,1,1,2,44.3,26.5
1613,Maniq,Endangered,300,Thailand;Malaysia,0,0,0,0,0,2,78.716,97.7
1614,Manjiljarra,Endangered,500,Australia,0,0,0,0,0,1,86.617,97.1
1615,Mansaka,Vulnerable,57800,Philippines,0,0,0,0,0,1,48.287,83.8
1616,Mansoanka,Vulnerable,25000,Gambia;Guinea-Bissau,0,0,0,0,0,2,45.466,32.5
1619,Maonan,Threatened,70000,China,0,0,0,0,0,1,64.57,77.5
1620,Māori,Endangered,127000,New Zealand,0,0,0,0,0,1,86.985,96.2
1621,Mape,Threatened,5120,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1622,Mapia,Extinct,0,Indonesia,0,0,0,0,0,1,58.572,69.2
1624,Mapudungun,Threatened,258413,Argentina;Chile,0,0,0,0,0,2,92.463,94.5
1625,Mara Chin,Vulnerable,42000,India;Myanmar,0,0,0,0,0,2,36.364,58.5
1628,Maremgi,Severely Endangered,55,Indonesia,0,0,0,0,0,1,58.572,69.2
1629,Margany,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
1630,Mari,Endangered,80,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1631,Maricopa,Severely Endangered,100,United States,0,0,0,0,0,1,83.298,93.1
1632,Maridan,Critically Endangered,20,Australia,0,0,0,0,0,1,86.617,97.1
1633,Maridjabin,Critically Endangered,20,Australia,0,0,0,0,0,1,86.617,97.1
1634,Marimanindji,Critically Endangered,15,Australia,0,0,0,0,0,1,86.617,97.1
1635,Maring,Vulnerable,11000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1637,Marino,Endangered,500,Vanuatu,0,0,0,0,0,1,25.976,45.7
1638,Maritime Sign Language,Critically Endangered,100,Canada,0,0,0,0,0,1,81.862,94.0
1639,Mariyedi,Critically Endangered,20,Australia,0,0,0,0,0,1,86.617,97.1
1640,Marori,Endangered,150,Indonesia,0,0,0,0,0,1,58.572,69.2
1641,Marra,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
1642,Marrgu,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
1643,Marriammu,Critically Endangered,7,Australia,0,0,0,0,0,1,86.617,97.1
1644,Marringarr,Critically Endangered,40,Australia,0,0,0,0,0,1,86.617,97.1
1645,Marrithiyel,Critically Endangered,25,Australia,0,0,0,0,0,1,86.617,97.1
1646,Martha's Vineyard Sign Language,Extinct,0,United States,0,0,0,0,0,1,83.298,93.1
1647,Martu Wangka,Endangered,1000,Australia,0,0,0,0,0,1,86.617,97.1
1648,Martuthunira,Critically Endangered,5,Australia,0,0,0,0,0,1,86.617,97.1
1649,Marubo,Threatened,1043,Brazil,0,0,0,0,0,1,87.788,84.2
1650,Masep,Severely Endangered,25,Indonesia,0,0,0,0,0,1,58.572,69.2
1651,Mashco Piro,Endangered,600,Peru,0,0,0,0,0,1,78.922,79.5
1652,Masimasi,Severely Endangered,10,Indonesia,0,0,0,0,0,1,58.572,69.2
1653,Maslam,Threatened,6000,Cameroon;Chad,0,0,0,0,0,2,59.315,41.9
1654,Massalat,Severely Endangered,10,Chad,0,0,0,0,0,1,24.366,13.2
1655,Mati Ke,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
1656,Matís,Endangered,280,Brazil,0,0,0,0,0,1,87.788,84.2
1657,Matlatzinca,Threatened,1134,Mexico,0,0,0,0,0,1,81.582,81.2
1658,Matngele,Critically Endangered,20,Australia,0,0,0,0,0,1,86.617,97.1
1659,Matsés,Threatened,2200,Brazil;Peru,0,0,0,0,0,2,87.788,84.2
1660,Mavea,Critically Endangered,32,Vanuatu,0,0,0,0,0,1,25.976,45.7
1661,Mawak,Severely Endangered,25,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1662,Mawan,Endangered,470,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1663,Mawayana,Critically Endangered,2,Brazil;Guyana;Suriname,0,0,0,0,0,3,87.788,84.2
1664,Mawé,Threatened,6219,Brazil,0,0,0,0,0,1,87.788,84.2
1665,Mawes,Endangered,693,Indonesia,0,0,0,0,0,1,58.572,69.2
1666,Mawng,Vulnerable,300,Australia,0,0,0,0,0,1,86.617,97.1
1667,Maxakalí,Threatened,1271,Brazil,0,0,0,0,0,1,87.788,84.2
1668,Maxineri,Endangered,950,Brazil;Bolivia,0,0,0,0,0,2,87.788,84.2
1669,May,Endangered,500,Viet Nam;Lao PDR,0,1,0,1,0,2,39.48,78.1
1670,May River Iwam,Threatened,3000,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1671,Maya,Extinct,0,Australia,0,1,0,1,0,1,86.617,97.1
1672,Mayi-Kulan,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1673,Mayi-Kutuna,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
1674,Mayi-Thakurti,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1675,Mayi-Yapi,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1676,Mayo,Vulnerable,32702,Mexico,0,0,0,0,0,1,81.582,81.2
1677,Mbabaram,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1678,Mbara (Chad),Endangered,1000,Chad,0,0,0,0,0,1,24.366,13.2
1679,Mbariman-Gudhinma,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
1680,Mbiywom,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1681,Mbonga,Threatened,1490,Cameroon,0,0,0,0,0,1,59.315,41.9
1682,Mbowe,Threatened,2690,Zambia,0,0,0,0,0,1,46.335,33.0
1683,Mbre,Endangered,200,Côte d'Ivoire,0,0,0,0,0,1,53.149,40.7
1684,Mbugu,Threatened,7000,Tanzania,0,0,0,0,0,1,37.409,29.1
1685,Mbulungish,Threatened,5000,Guinea;Guinea-Bissau,0,0,0,0,0,2,45.466,32.5
1686,Mbwenelang,Critically Endangered,10,Vanuatu,0,0,0,0,0,1,25.976,45.7
1687,Mbyá,Vulnerable,19924,Brazil;Argentina;Paraguay;Uruguay,0,0,0,0,0,4,95.771,89.9
1689,Meakambut,Endangered,100,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1690,Meänkieli,Endangered,20000,Sweden;Finland,0,0,0,0,0,2,88.738,95.7
1691,Mebengokre,Threatened,7266,Brazil,0,0,0,0,0,1,87.788,84.2
1692,Mednyj Aleut,Critically Endangered,1,Russian Federation,0,0,0,0,0,1,75.331,92.2
1693,Megleno-Romanian,Threatened,5000,Greece;Macedonia,0,0,0,0,0,2,80.673,85.0
1694,Mehek,Threatened,4027,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1695,Mehináku,Endangered,227,Brazil,0,0,0,0,0,1,87.788,84.2
1696,Mehri,At risk,100000,Yemen;Oman;Kuwait,0,0,2,0,0,3,100.0,99.7
1697,Mekéns,Critically Endangered,22,Brazil,0,0,0,0,0,1,87.788,84.2
1698,Mekmek,Threatened,1036,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1699,Mende,Threatened,5057,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1700,Menka,Vulnerable,5200,Cameroon,0,0,0,0,0,1,59.315,41.9
1701,Menominee,Severely Endangered,35,United States,0,0,0,0,0,1,83.298,93.1
1702,Meoswar,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
1703,Mer (Indonesia),Severely Endangered,85,Indonesia,0,0,0,0,0,1,58.572,69.2
1704,Merei,Endangered,400,Vanuatu,0,0,0,0,0,1,25.976,45.7
1705,Meriam,Endangered,320,Australia,0,0,0,0,0,1,86.617,97.1
1706,Mescalero-Chiricahua,Threatened,1500,United States,0,0,0,0,0,1,83.298,93.1
1708,Mexican Sign Language,Vulnerable,100000,Mexico,0,0,0,0,0,1,81.582,81.2
1709,Meymai,Threatened,2000,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
1710,Mezquital Otomí,At risk,100000,Mexico,0,0,0,0,0,1,81.582,81.2
1711,Mi'kmaq,Threatened,8145,United States;Canada,0,0,0,0,0,2,83.298,94.0
1712,Miami-Illinois,Extinct,0,United States,0,0,0,0,0,1,83.298,93.1
1713,Mian,Threatened,1750,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1714,Michif,Severely Endangered,2000,United States;Canada,0,0,0,0,0,2,83.298,94.0
1715,Midah,Threatened,1000,Cameroon;Chad,0,0,0,0,0,2,59.315,41.9
1716,Middle Chulym,Severely Endangered,50,Russian Federation,0,0,0,0,0,1,75.331,92.2
1717,Middle Southeastern Chinantec,Vulnerable,77087,Mexico,0,0,0,0,0,1,81.582,81.2
1718,Midland Mixe,Threatened,13000,Mexico,0,0,0,0,0,1,81.582,81.2
1719,Miju-Mishmi,Threatened,9000,India;China,0,0,0,0,0,2,64.57,77.5
1720,Mikasuki,Threatened,500,United States,0,0,0,0,0,1,83.298,93.1
1722,Miltu,Endangered,300,Chad,0,0,0,0,0,1,24.366,13.2
1723,Minderico,Severely Endangered,150,Portugal,0,0,0,0,0,1,67.906,85.8
1724,Mindiri,Endangered,90,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1725,Mingang Doso,Threatened,3000,Nigeria,0,0,0,0,0,1,54.283,39.2
1726,Mingrelian,At risk,344000,Georgia,0,0,0,0,0,1,60.727,81.9
1727,Minhe Monguor,Vulnerable,25000,China,0,0,0,0,0,1,64.57,77.5
1728,Minica Huitoto,Threatened,7343,Peru;Colombia,0,0,0,0,0,2,82.354,79.5
1729,Minjungbal,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1730,Minriq,Endangered,145,Malaysia,0,0,0,0,0,1,78.716,97.7
1731,Mintil,Severely Endangered,40,Malaysia,0,0,0,0,0,1,78.716,97.7
1733,Miqie Yi,Threatened,8000,China,0,0,0,0,0,1,64.57,77.5
1734,Miranda do Douro,Vulnerable,15000,Spain;Portugal,0,0,0,0,0,2,81.552,95.4
1735,Mirití,Extinct,0,Brazil,0,0,0,0,0,1,87.788,84.2
1736,Mirniny,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
1737,Misantla Totonac,Endangered,500,Mexico,0,0,0,0,0,1,81.582,81.2
1739,Mískito,At risk,150000,Honduras;Nicaragua,0,0,0,0,0,2,60.212,58.3
1740,Mithaka,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1742,Mixtepec Mixtec,Threatened,9170,Mexico,0,0,0,0,0,1,81.582,81.2
1743,Mixtepec Zapotec,Threatened,7000,Mexico,0,0,0,0,0,1,81.582,81.2
1744,Miyak,Endangered,548,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1745,Miyako,Severely Endangered,2000,Japan,0,0,0,0,0,1,92.043,87.0
1746,Miyobe,Threatened,8700,Togo;Benin,0,0,0,0,0,2,50.1,37.0
1747,Mkir,Endangered,180,Vanuatu,0,0,0,0,0,1,25.976,45.7
1748,Mlabri,Threatened,400,Thailand;Lao PDR,0,0,0,0,0,2,53.608,89.5
1750,Mlap,Endangered,300,Indonesia,0,0,0,0,0,1,58.572,69.2
1751,Mlomp,Threatened,5400,Senegal,0,0,0,0,0,1,49.579,60.6
1752,Mo'ang,Threatened,5000,China;Viet Nam,0,0,0,0,0,2,64.57,78.1
1754,Mócheno,Threatened,1900,Italy,0,0,0,0,0,1,71.973,87.0
1755,Mocho',Critically Endangered,30,Mexico,0,0,0,0,0,1,81.582,81.2
1756,Mocoví,Threatened,2780,Argentina,0,0,0,0,0,1,92.463,89.2
1757,Moere,Severely Endangered,50,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1758,Mogholi,Extinct,0,Afghanistan,0,0,0,0,0,1,26.933,17.7
1759,"Moi (Maluku, Indonesia)",Vulnerable,12000,Indonesia,0,0,0,0,0,1,58.572,69.2
1760,Moiso,Endangered,100,Vanuatu,0,0,0,0,0,1,25.976,45.7
1761,Moji,Vulnerable,400,China,0,0,0,0,0,1,64.57,77.5
1762,Mokerang,Endangered,200,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1764,Moksha,At risk,200000,Russian Federation,0,0,0,0,0,1,75.331,92.2
1766,Momare,Endangered,374,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1767,Mombo,Vulnerable,19000,Mali,0,0,0,0,0,1,46.189,35.1
1768,Mombum,Endangered,250,Indonesia,0,0,0,0,0,1,58.572,69.2
1769,Momina,Endangered,200,Indonesia,0,0,0,0,0,1,58.572,69.2
1770,Momuna,Threatened,2000,Indonesia,0,0,0,0,0,1,58.572,69.2
1771,Mongol-Kaimba,Endangered,338,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1772,Mono (Cameroon),Severely Endangered,300,Cameroon,0,0,0,0,0,1,59.315,41.9
1773,Mono (Democratic Republic of the Congo),Vulnerable,62102,"Congo, Dem. Rep.",0,0,0,0,0,1,47.444,30.5
1774,Mono (Solomon Islands),Threatened,3340,Solomon Islands,0,0,0,0,0,1,26.037,42.5
1775,Monumbo,Endangered,450,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1777,Mopán,Vulnerable,15000,Guatemala;Belize,0,0,0,0,0,2,53.098,72.4
1778,"Mor (Bomberai Peninsula, Indonesia)",Severely Endangered,60,Indonesia,0,0,0,0,0,1,58.572,69.2
1779,Mores,Endangered,150,Vanuatu,0,0,0,0,0,1,25.976,45.7
1780,Moresada,Endangered,200,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1784,Mosetén,Vulnerable,4800,Bolivia,0,0,0,0,0,1,71.186,70.2
1785,Mosimo,Severely Endangered,50,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1786,Mota,Endangered,700,Vanuatu,0,0,0,0,0,1,25.976,45.7
1787,Motlav,Vulnerable,2100,Vanuatu,0,0,0,0,0,1,25.976,45.7
1788,Mount Iraya Agta,Critically Endangered,3,Philippines,0,0,0,0,0,1,48.287,83.8
1789,Movima,Threatened,1173,Bolivia,1,0,0,0,0,1,71.186,70.2
1790,Mpi,Endangered,1200,Thailand,0,0,0,0,0,1,53.608,89.5
1791,Mpra,Extinct,0,Ghana,0,0,0,0,0,1,59.238,69.9
1792,Mpur,Threatened,7000,Indonesia,0,0,0,0,0,1,58.572,69.2
1793,Mru,Vulnerable,50000,India;Myanmar;Bangladesh,0,0,0,0,0,3,40.473,58.5
1794,Mser,Severely Endangered,500,Cameroon;Chad,0,0,0,0,0,2,59.315,41.9
1795,Muda,Threatened,2000,China,0,0,0,0,0,1,64.57,77.5
1796,Mudburra,Critically Endangered,50,Australia,0,0,0,0,0,1,86.617,97.1
1799,Mufian,Vulnerable,10646,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1800,Muinane,Severely Endangered,78,Colombia,0,0,0,0,0,1,82.354,77.3
1801,Mulam,Endangered,30000,China,0,0,0,0,0,1,64.57,77.5
1802,Mulao,Critically Endangered,3,China,0,0,0,0,0,1,64.57,77.5
1803,Muluridyi,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
1804,Mundabli-Mufu,Endangered,600,Cameroon,0,0,0,0,0,1,59.315,41.9
1805,Mundurukú,Threatened,8000,Brazil,0,0,0,0,0,1,87.788,84.2
1806,Mungbam,Threatened,2150,Cameroon,0,0,0,0,0,1,59.315,41.9
1807,Munichi,Extinct,0,Peru,0,0,0,0,0,1,78.922,79.5
1808,Muniwara,Endangered,826,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1809,Munji,Threatened,3770,Afghanistan,0,0,0,0,0,1,26.933,17.7
1810,Munkip,Severely Endangered,12,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1811,Munsee,Critically Endangered,3,United States;Canada,0,0,0,0,0,2,83.298,94.0
1812,Murik,Threatened,1256,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1815,Murui Huitoto,Threatened,3000,Peru;Colombia,0,0,0,0,0,2,82.354,79.5
1816,Muruwari,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
1818,Muskogee,Severely Endangered,4200,United States,0,0,0,0,0,1,83.298,93.1
1819,Muslim Tat,Severely Endangered,5000,"Russian Federation;Azerbaijan;Iran, Islamic Rep.",0,0,0,0,0,3,77.257,92.2
1820,Musom,Endangered,219,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1821,Mussau-Emira,Threatened,3651,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1822,Muya,Vulnerable,15000,China,0,0,0,0,0,1,64.57,77.5
1823,Muzi,Threatened,10000,China,0,0,0,0,0,1,64.57,77.5
1824,Mvanip,Threatened,100,Nigeria,0,0,0,0,0,1,54.283,39.2
1825,Mwatebu,Endangered,120,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1826,Mwenyi,Threatened,6000,Zambia,0,0,0,0,0,1,46.335,33.0
1827,Mwesen,Critically Endangered,10,Vanuatu,0,0,0,0,0,1,25.976,45.7
1828,Myanmar Sign Language,Threatened,250000,Myanmar,0,0,0,0,0,1,32.112,58.5
1831,Nachering,Vulnerable,10041,Nepal,0,0,0,0,0,1,21.903,55.8
1832,Nadëb,Endangered,370,Brazil,0,0,0,0,0,1,87.788,84.2
1833,Nafi,Endangered,160,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1834,Nagu,Severely Endangered,206,Solomon Islands,0,0,0,0,0,1,26.037,42.5
1835,Naha'ai,Endangered,600,Vanuatu,0,0,0,0,0,1,25.976,45.7
1837,Nahavaq,Endangered,700,Vanuatu,0,0,0,0,0,1,25.976,45.7
1838,Nai,Endangered,454,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1839,Najit,Critically Endangered,5,Vanuatu,0,0,0,0,0,1,25.976,45.7
1840,Naka'ela,Critically Endangered,5,Indonesia,0,0,0,0,0,1,58.572,69.2
1841,Nakai,Endangered,3,Indonesia,0,0,0,0,0,1,58.572,69.2
1842,Nakara,Severely Endangered,100,Australia,0,0,0,0,0,1,86.617,97.1
1843,Nake,Endangered,170,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1844,Naki,Threatened,3000,Cameroon,0,0,0,0,0,1,59.315,41.9
1845,Nakwi,Endangered,216,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1846,Nalu,Vulnerable,22000,Guinea;Guinea-Bissau,0,0,0,0,0,2,45.466,32.5
1847,Naluo,Vulnerable,15000,China,0,0,0,0,0,1,64.57,77.5
1848,Namat,Endangered,180,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1849,Nambi,Endangered,484,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1850,Nambikwara,Endangered,721,Brazil,0,0,0,0,0,1,87.788,84.2
1851,Namia,Vulnerable,3500,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1852,Namla,Severely Endangered,36,Indonesia,0,0,0,0,0,1,58.572,69.2
1853,Namo,Severely Endangered,80,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1855,Namosi,Threatened,1600,Fiji,0,0,0,0,0,1,58.713,79.3
1856,Namuyi,Endangered,5000,China,0,0,0,0,0,1,64.57,77.5
1857,Nanai,Severely Endangered,180,Russian Federation;China,0,0,0,0,0,2,75.331,92.2
1858,Ñandeva,Endangered,19308,Brazil;Argentina;Paraguay,0,0,0,0,0,3,92.463,89.2
1859,Nanga,Threatened,3000,Mali,0,0,0,0,0,1,46.189,35.1
1860,Nanti,Vulnerable,450,Peru,0,0,0,0,0,1,78.922,79.5
1861,Napu,Threatened,6000,Indonesia,0,0,0,0,0,1,58.572,69.2
1862,Nar Phu,Endangered,500,Nepal,0,0,0,0,0,1,21.903,55.8
1863,Narau,Severely Endangered,85,Indonesia,0,0,0,0,0,1,58.572,69.2
1864,Nari Nari,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1866,Narmoris,Endangered,120,Vanuatu,0,0,0,0,0,1,25.976,45.7
1867,Naro,Vulnerable,10000,Botswana;Namibia,0,0,0,0,0,2,72.867,81.4
1868,Narungga,Severely Endangered,24,Australia,0,0,0,0,0,1,86.617,97.1
1869,Nasal,Vulnerable,3000,Indonesia,0,0,0,0,0,1,58.572,69.2
1870,Nasarian,Critically Endangered,20,Vanuatu,0,0,0,0,0,1,25.976,45.7
1871,Nasvang,Endangered,275,Vanuatu,0,0,0,0,0,1,25.976,45.7
1872,Natanzi,Threatened,7030,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
1873,Nāti,Severely Endangered,25,Vanuatu,0,0,0,0,0,1,25.976,45.7
1874,Natioro,Vulnerable,4000,Burkina Faso,0,0,0,0,0,1,32.52,17.0
1875,Nauete,Endangered,1000,Timor-Leste,0,0,0,0,0,1,32.456,34.0
1876,Naukan Yupik,Endangered,200,Russian Federation,0,0,0,0,0,1,75.331,92.2
1877,Nauna,Severely Endangered,100,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1879,Navwien,Critically Endangered,5,Vanuatu,0,0,0,0,0,1,25.976,45.7
1880,Nawaru,Endangered,190,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1882,Nayini,Threatened,7030,"Iran, Islamic Rep.",0,0,0,0,0,1,77.257,79.6
1883,Nchumbulu,Threatened,1800,Ghana,0,0,0,0,0,1,59.238,69.9
1884,Nda'nda',Vulnerable,10000,Cameroon,0,0,0,0,0,1,59.315,41.9
1885,Ndai,Critically Endangered,3,Cameroon,0,0,0,0,0,1,59.315,41.9
1886,Ndam,Threatened,6500,Chad,0,0,0,0,0,1,24.366,13.2
1888,Ndjebbana,Endangered,241,Australia,0,0,0,0,0,1,86.617,97.1
1889,Ndoola ,Vulnerable,10000,Nigeria;Cameroon,0,0,0,0,0,2,59.315,41.9
1890,Ndunda,Endangered,400,Nigeria,0,0,0,0,0,1,54.283,39.2
1891,Ndut,Vulnerable,50000,Senegal,0,0,0,0,0,1,49.579,60.6
1892,Nedebang,Critically Endangered,200,Indonesia,0,0,0,0,0,1,58.572,69.2
1893,Negidal,Severely Endangered,150,Russian Federation,0,0,0,0,0,1,75.331,92.2
1894,Nēhiyawēwin,Severely Endangered,53070,Canada,0,0,0,0,0,1,81.862,94.0
1897,Nen,Endangered,250,Papua New Guinea,0,0,0,0,0,1,13.723,24.1
1898,Neo-Mandaic,Severely Endangered,200,"Iran, Islamic Rep.;Iraq",0,0,0,0,0,2,77.257,81.7
1899,Nepali Kurux,Vulnerable,28615,Nepal,0,0,0,0,0,1,21.903,55.8
1900,Nese,Critically Endangered,15,Vanuatu,5,3,4,4,7,1,25.976,45.7
1901,Nez Perce,Critically Endangered,50,United States,0,0,0,0,0,1,83.298,93.1
1902,Ngaanyatjarra,Threatened,1300,Australia,0,0,0,0,0,1,86.617,97.1
1903,Ngaatjatjara,Severely Endangered,12,Australia,0,0,0,0,0,1,86.617,97.1
1904,Ngala,Endangered,136,Papua New Guinea,0,0,2,0,0,1,13.723,24.1
1905,Ngalakgan,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1906,Ngaliwurru,Endangered,100,Australia,0,0,0,0,0,1,86.617,97.1
1907,Ngalum,Vulnerable,18000,Indonesia;Papua New Guinea,0,0,0,0,0,2,58.572,69.2
1908,Ngamini,Critically Endangered,2,Australia,0,0,0,0,0,1,86.617,97.1
1909,Ngamo,Vulnerable,60000,Nigeria,0,0,0,0,0,1,54.283,39.2
1910,Ngan'gikurunggurr,Endangered,240,Australia,0,0,0,0,0,1,86.617,97.1
1911,Ngan'gityemerri,Endangered,150,Australia,0,0,0,0,0,1,86.617,97.1
1912,Nganasan,Severely Endangered,500,Russian Federation,0,0,0,0,0,1,75.331,92.2
1913,Ngandi,Critically Endangered,9,Australia,0,0,0,0,0,1,86.617,97.1
1914,Nganyaywana,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1915,Ngardi,Severely Endangered,10,Australia,0,0,0,0,0,1,86.617,97.1
1916,Ngarigu,Extinct,0,Australia,0,0,0,0,0,1,86.617,97.1
1917,Ngarinyin,Critically Endangered,12,Australia,0,0,0,0,0,1,86.617,97.1
1918,Ngarinyman,Endangered,170,Australia,0,0,0,0,0,1,86.617,97.1
1919,Ngarla,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
1920,Ngarluma,Severely Endangered,20,Australia,0,0,0,0,0,1,86.617,97.1
1921,Ngarnka,Critically Endangered,3,Australia,0,0,0,0,0,1,86.617,97.1
1922,Ngasa,Endangered,300,Kenya;Tanzania,0,0,0,0,0,2,37.409,35.0
1925,Ngawun,Critically Endangered,1,Australia,0,0,0,0,0,1,86.617,97.1
1926,Ngbinda,Critically Endangered,3,"Congo, Dem. Rep.",0,0,0,0,0,1,47.444,30.5
1927,Ngen,Endangered,800,Vanuatu,0,0,0,0,0,1,25.976,45.7
1928,Nggwahyi,Threatened,2000,Nigeria,0,0,0,0,0,1,54.283,39.2
1930,Ngizim,Vulnerable,80000,Nigeria,0,0,0,0,0,1,54.283,39.2
1931,Ngkâlmpw Kanum,Endangered,150,Indonesia,0,0,0,0,0,1,58.572,69.2
